text,FE.ADEME.ID,FE.VAL,FE.Incertitude
reseau de chaleur courbevoie reseau de la defense enertherm,27710,0.192,0.3
reseau de chaleur levallois perret zac du front de seine,27704,0.347,0.3
reseau de chaleur meudon la foret reseau de meudon,27699,0.204,0.3
reseau de chaleur aubervilliers pariferic,47127,0.286,0.3
reseau de chaleur aulnay sous bois aulnay rose des vents,47128,0.227,0.3
reseau de chaleur aulnay sous bois garonor,47129,0.403,0.3
reseau de chaleur aulnay sous bois le gros saule,47130,0.232,0.3
reseau de chaleur bagnolet reseau de bagnolet,47133,0.132,0.3
reseau de chaleur bobigny zup de bobigny,47135,0.146,0.3
reseau de chaleur bondy reseau de bondy,47137,0.157,0.3
reseau de chaleur clichy sous bois le chene pointu,47157,0.317,0.3
reseau de chaleur drancy oph de drancy,47166,0.137,0.3
reseau de chaleur la courneuve reseau de la courneuve,47185,0.097,0.3
reseau de chaleur le blanc mesnil reseau du blanc mesnil,47186,0.11,0.3
reseau de chaleur le bourget reseau chaud adp le bourget,47187,0.269,0.3
reseau de chaleur neuilly sur marne zup des fauvettes,47207,0.064,0.3
reseau de chaleur noisy le grand reseau de noisy le grand,47208,0.087,0.3
reseau de chaleur rosny sous bois reseau de rosny sous bois noisy le sec montreui,47223,0.039,0.3
reseau de chaleur saint denis reseau de saint denis,47228,0.123,0.3
reseau de chaleur saint ouen sur seine reseau de chaleur de la zac des docks saint ouen,47231,0.123,0.3
reseau de chaleur sevran sebio,47233,0.142,0.3
reseau de chaleur sevran zac de sevran,47234,0.125,0.3
reseau de chaleur tremblay en france reseau de tremblay en france,47240,0.062,0.3
reseau de chaleur villepinte reseau de villepinte,47251,0.111,0.3
reseau de chaleur la courneuve quartier nord,27731,0.211,0.3
reseau de chaleur la courneuve quartier sud,27738,0.163,0.3
reseau de chaleur le bourget reseau adp le bouget,27727,0.226,0.3
reseau de chaleur saint denis centrale landy,27736,0.233,0.3
reseau de chaleur saint ouen reseau de la zac des docks de saint ouen,27739,0.061,0.3
reseau de chaleur alfortville maison alfort,47121,0.244,0.3
reseau de chaleur alfortville reseau d alfortville,47122,0.051,0.3
reseau de chaleur arcueil arcueil gentilly,47123,0.047,0.3
reseau de chaleur bonneuil sur marne setbo,47138,0.025,0.3
reseau de chaleur cachan reseau de cachan,47143,0.079,0.3
reseau de chaleur champigny sur marne reseau de champigny sur marne,47147,0.096,0.3
reseau de chaleur chevilly larue reseau de chevilly larue l hay les roses villejuif,47154,0.077,0.3
reseau de chaleur creteil reseaux de creteil scuc,47163,0.076,0.3
reseau de chaleur fontenay sous bois reseau de fontenay sous bois,47171,0.205,0.3
reseau de chaleur fresnes reseau de fresnes,47175,0.103,0.3
reseau de chaleur ivry sur seine reseau d ivry centre ville,47183,0.095,0.3
reseau de chaleur ivry sur seine reseau de ivry port,47182,0.09,0.3
reseau de chaleur limeil brevannes reseau de limeil brevannes,47194,0.094,0.3
reseau de chaleur maisons alfort reseau de maisons alfort,47196,0.126,0.3
reseau de chaleur orly reseau chaud adp orly,47209,0.099,0.3
reseau de chaleur orly reseau d orly,47210,0.067,0.3
reseau de chaleur rungis marche international de rungis,47225,0.011,0.3
reseau de chaleur rungis reseau enerungis,47226,0.005,0.3
reseau de chaleur sucy en brie reseau de sucy en brie,47235,0.024,0.3
reseau de chaleur thiais reseau de thiais,47238,0.04,0.3
reseau de chaleur villeneuve saint georges reseau de villeneuve saint georges scvg,47250,0.112,0.3
reseau de chaleur vitry sur seine reseau de choisy vitry,47254,0.166,0.3
reseau de chaleur alfortville reseau d alfortville smag,37070,0.037,0.3
reseau de chaleur alfortville reseau dalfortville smag,27754,0.048,0.3
reseau de chaleur arcueil reseau darcueil gentilly,27755,0.107,0.3
reseau de chaleur chevilly larue reseau de chevilly larue lhay les roses villejuif,27751,0.093,0.3
reseau de chaleur creteil reseau de creteil scuc,27741,0.072,0.3
reseau de chaleur ivry sur seine reseau d ivry,37072,0.1,0.3
reseau de chaleur ivry sur seine reseau de geotelluence,37059,0.095,0.3
reseau de chaleur ivry sur seine reseau divry,27756,0.232,0.3
reseau de chaleur maison alfort reseau de maison alfort,27748,0.091,0.3
reseau de chaleur orly reseau adp orly,27758,0.096,0.3
reseau de chaleur orly reseau dorly,27753,0.065,0.3
reseau de chaleur villeneuve saint georges reseau de villeneuve saint georges,27757,0.087,0.3
reseau de chaleur argenteuil reseau d argenteuil,47125,0.064,0.3
reseau de chaleur cergy reseau de cergy pontoise,47146,0.111,0.3
reseau de chaleur ermont les chenes,47169,0.239,0.3
reseau de chaleur franconville zac de montedour,47172,0.249,0.3
reseau de chaleur franconville zup de l epine guyon,47173,0.274,0.3
reseau de chaleur franconville zup de sannois ermont franconville,47174,0.101,0.3
reseau de chaleur garges les gonesse van gogh,47176,0.25,0.3
reseau de chaleur goussainville reseau de goussainville,47178,0.024,0.3
reseau de chaleur pontoise reseau de pontoise,47217,0.252,0.3
reseau de chaleur roissy en france reseaux chaud adp roissy,47222,0.189,0.3
reseau de chaleur sarcelles grand ensemble sarcelles locheres,47232,0.076,0.3
reseau de chaleur taverny idex croix rouge geothermie,47237,0.264,0.3
reseau de chaleur vemars reseau de vemars,47244,0.312,0.3
reseau de chaleur villiers le bel reseau de villiers le bel gonesse,47252,0.118,0.3
reseau de chaleur argenteuil reseau dargenteuil,27765,0.1,0.3
reseau de chaleur cergy pontoise reseau de cergy pontoise,27762,0.166,0.3
reseau de chaleur franconville zup de lepine guyon,27768,0.163,0.3
reseau de chaleur roissy reseaux adp roissy,27766,0.191,0.3
reseau de chaleur taverny reseau de la zac croix rouge,27760,0.242,0.3
reseau de chaleur taverny zac croix rouge,37076,0.21,0.3
reseau de chaleur autres reseaux de chaleur france continentale,47684,0.0,0.3
reseau de chaleur autres reseaux de chaleurs,37089,0.385,0.3
reseau de froid nice mse reseau froid,46723,0.106,0.3
reseau de froid roquebrune bet cap azur froid,46722,0.028,0.3
reseau de froid carcassonne mco cef,36285,0.07,0.3
reseau de froid gardanne reseau du pole yvon morandat,36294,0.029,0.3
reseau de froid gardanne reseau froid reseau du pole yvon morandat,46726,0.026,0.3
reseau de froid marseille bet massileo froid,36306,0.044,0.3
reseau de froid marseille reseau de froid thassalia marseille,36292,0.023,0.3
reseau de froid toulouse canceropole,36420,0.022,0.3
reseau de froid toulouse reseau froid canceropole,46727,0.021,0.3
reseau de froid toulouse toulouse energie durable ted froid,36429,0.021,0.3
reseau de froid bordeaux bassins a flot froid,36433,0.023,0.3
reseau de froid le barp laseris,36431,0.031,0.3
reseau de froid le barp reseau froid laseris,46730,0.032,0.3
reseau de froid bordeaux bassins a flots,27251,0.009,0.3
reseau de froid castelnau le lez reseau froid prado concorde,46740,0.028,0.3
reseau de froid castelnau le lez bet eureka froid,36464,0.016,0.3
reseau de froid lattes bet boirargues froid,36461,0.004,0.3
reseau de froid montpellier beausoleil,46731,0.027,0.3
reseau de froid montpellier ernest granier,36451,0.025,0.3
reseau de froid montpellier muse,36459,0.016,0.3
reseau de froid montpellier nouveau saint roch,46735,0.022,0.3
reseau de froid montpellier polygone antigone,36450,0.078,0.3
reseau de froid montpellier port marianne odysseum,46737,0.024,0.3
reseau de froid montpellier reseau arche jacques coeur,36455,0.025,0.3
reseau de froid montpellier reseau froid muse,46739,0.02,0.3
reseau de froid montpellier reseau arches jacques coeur,27259,0.015,0.3
reseau de froid grenoble reseau froid cciag grenoble,36492,0.029,0.3
reseau de froid saint etienne reseaux de froid viaconfort,36534,0.026,0.3
reseau de froid saint etienne reseau de froid viaconfort,27307,0.013,0.3
reseau de froid metz reseau zac amphitheatre,36676,0.023,0.3
reseau de froid lyon reseau de froid lyon,46744,0.022,0.3
reseau de froid lyon reseau de lyon,36809,0.021,0.3
reseau de froid lyon villeurbanne reseau lyon,27535,0.011,0.3
reseau de froid paris fraicheur de paris,46745,0.015,0.3
reseau de froid paris reseau climespace,36886,0.016,0.3
reseau de froid rouen bet zac luciline froid,46746,0.16,0.3
reseau de froid rouen zac luciline,36906,0.004,0.3
reseau de froid amiens reseau de la ville d amiens froid,46747,0.073,0.3
reseau de froid la seyne sur mer reseau froid thalasso thermie la seyne,46748,0.025,0.3
reseau de froid saclay reseau froid bet paris saclay,46749,0.055,0.3
reseau de froid saclay reseau paris saclay,36996,0.053,0.3
reseau de froid boulogne billancourt reseau froid seguin rives de seine,46755,0.026,0.3
reseau de froid courbevoie reseau de froid la defense,46753,0.024,0.3
reseau de froid courbevoie reseau de la defense,37025,0.023,0.3
reseau de froid courbevoie reseau seinergie froid,46756,0.026,0.3
reseau de froid courbevoie reseau suc societe urbaine de climatisation,37028,0.02,0.3
reseau de froid levallois perret cristalia,37031,0.019,0.3
reseau de froid nanterre bet nanterre froid,46750,0.021,0.3
reseau de froid puteaux reseau enebio froid,46754,0.026,0.3
reseau de froid suresnes reseau de froid de suresnes,37033,0.033,0.3
reseau de froid suresnes reseau de froid de suresnes iceis,46752,0.039,0.3
reseau de froid boulogne billancourt zac ile seguin rives de seine,27707,0.013,0.3
reseau de froid courbevoie reseau de la defense enertherm,27711,0.011,0.3
reseau de froid levallois perret reseau cristalia,27719,0.018,0.3
reseau de froid le bourget reseau froid adp le bourget,37043,0.073,0.3
reseau de froid saint denis stade energies sas,37051,0.012,0.3
reseau de froid le bourget reseau adp le bouget,27728,0.033,0.3
reseau de froid orly reseau froid adp orly,37075,0.017,0.3
reseau de froid orly reseau adp orly,27759,0.007,0.3
reseau de froid roissy en france reseau froid adp roissy,37083,0.02,0.3
reseau de froid roissy reseau adp roissy,27767,0.008,0.3
reseau de froid autres reseaux de froid,37090,0.12,0.3
reseau de froid autres reseaux de froid france continentale,46762,0.12,0.3
residu de culture,24272,5.19,4.0
rhubarbe tige,40607,0.719,1.0
rhubarbe tige crue,33065,0.685,1.0
rhubarbe tige cuite sucree,33013,1.24,1.0
rhum,39913,1.12,1.0
rigide a tonnes,28033,0.16,0.7
rillettes,32789,4.84,1.0
rillettes d oie,41880,5.31,1.0
rillettes de canard,41873,5.31,1.0
rillettes de maquereau,33942,7.57,1.0
rillettes de poisson,33939,3.89,1.0
rillettes de poulet,41876,5.31,1.0
rillettes de saumon,33940,7.57,1.0
rillettes de thon,33941,3.89,1.0
rillettes de tours,41879,5.31,1.0
rillettes du mans,41881,5.31,1.0
rillettes pur oie,41882,5.31,1.0
rillettes pur porc,41883,5.31,1.0
rillettes traditionnelles de porc,41884,5.31,1.0
ris agneau,41885,27.1,1.0
ris agneau cru,34219,32.5,1.0
ris agneau cuit,34334,44.5,1.0
ris veau,41887,30.7,1.0
ris veau braise ou saute poele,34335,33.4,1.0
ris veau cru,34220,24.3,1.0
risotto,33675,1.01,1.0
risotto aux fromages,40112,2.39,1.0
risotto aux fruits de mer,40113,2.39,1.0
risotto aux legumes,40114,2.39,1.0
riste d aubergines aubergines tomates oignons,33702,1.9,1.0
riz cru,33568,2.16,1.0
riz cuit,33569,2.16,1.0
riz melange de varietes blanc,41303,2.76,1.0
riz melange de varietes blanc complet rouge sauvage etc cru,46234,2.01,1.0
riz au lait rayon frais,34010,1.7,1.0
riz blanc cru,41294,2.76,1.0
riz blanc cuit,40116,2.51,1.0
riz blanc cuit avec legumes et viande,33674,2.24,1.0
riz blanc cuit avec poulet,33673,2.61,1.0
riz blanc cuit non sale,46225,1.16,1.0
riz blanc etuve cru,41292,2.76,1.0
riz blanc etuve cuit,41293,1.32,1.0
riz blanc etuve cuit non sale,46221,1.16,1.0
riz cantonais,33663,2.15,1.0
riz complet cru,41296,2.76,1.0
riz complet cuit,41297,1.32,1.0
riz complet cuit non sale,46228,1.16,1.0
riz jasmine fruit sans deforestation pour alimentation animale,28385,4.34,1.0
riz jasmine moyenne nationale,42233,3.6,1.0
riz rouge cru,41298,2.76,1.0
riz rouge cuit,41299,1.32,1.0
riz rouge cuit non sale,46230,1.16,1.0
riz sauvage cru,41300,2.76,1.0
riz sauvage cuit,41301,1.32,1.0
riz sauvage cuit non sale,46232,1.16,1.0
riz thai nord,42234,3.06,1.0
riz thai nord est,42237,6.31,1.0
riz thai ou basmati cru,41302,4.1,1.0
ro pax,28234,0.209,0.6
ro ro camions et remorques,28232,0.101,0.6
ro ro chargement moyen,28231,0.0457,0.6
ro ro remorques uniquement,28233,0.0687,0.6
robe en coton,27056,49.8,0.05
robe en polyester,27055,51.9,0.05
robe en viscose,27057,44.9,0.05
robot multifonction,26993,41.3,0.5
robot tondeuse lithium ion ah,28320,110.0,0.5
rocamadour fromage de chevre,32978,6.7,1.0
rocher chocolat fourre praline,41381,9.72,1.0
rocher coco ou congolais petit gateau a la noix de coco,33138,1.65,1.0
rognon agneau,41889,29.7,1.0
rognon agneau braise,34338,35.5,1.0
rognon agneau cru,34223,25.9,1.0
rognon boeuf,41891,22.1,1.0
rognon boeuf cru,34221,26.8,1.0
rognon boeuf cuit,34336,36.8,1.0
rognon porc,41893,2.1,1.0
rognon porc cru,34222,1.9,1.0
rognon porc cuit,34337,2.66,1.0
rognon veau,41895,24.5,1.0
rognon veau braise ou saute poele,34339,26.7,1.0
rognon veau cru,34224,19.4,1.0
romarin frais,39668,0.815,1.0
romarin seche,39669,1.55,1.0
rond de jambon cuit,32756,8.03,1.0
roquefort,32980,5.92,1.0
roquette crue,33321,0.883,1.0
rose fleur coupee prairie permanente sans trefle auvergne,28404,0.795,1.0
rose fleur coupee prairie permanente sans trefle region du nord ouest,28406,0.88,1.0
rose fleur coupee prairie temporaire avec trefle region du nord ouest,28408,0.477,1.0
rosette ou fuseau,32819,5.4,1.0
rostis ou galette de pomme de terre,33921,1.03,1.0
roti de volaille en salaison cuit,32736,7.31,1.0
rouget barbet filet avec peau,41902,7.55,1.0
rouget barbet filet avec peau surgele cru thailande senegal,33842,4.65,1.0
rouget barbet de roche cru,33794,6.79,1.0
rouget barbet de roche vapeur,33807,8.35,1.0
roulade de porc pistachee,32718,9.51,1.0
rouleau de printemps,32936,1.57,1.0
roulier ro pax passagers,21852,0.468,0.6
roulier ro pax voitures,21850,0.261,0.6
roulier ro pax,21435,0.0774,0.6
roulier ro ro,21450,0.103,0.6
roussette ou petite roussette ou saumonette crue,33786,11.0,1.0
roussette ou petite roussette ou saumonette cuite,33864,13.4,1.0
rutabaga cru,33314,0.387,1.0
rutabaga cuit,33394,1.05,1.0
sable a la noix de coco,32677,3.73,1.0
sable au cacao ou chocolat au praline ou autre,32680,7.55,1.0
sable aux fruits pomme fruits rouges,41307,2.42,1.0
sable aux fruits pomme fruits rouges etc,32679,3.62,1.0
sable patissier,32678,4.92,1.0
sabre cru,33819,11.0,1.0
sac a dos ecolier,27035,9.19,0.6
sac a dos randonnee,27036,6.01,0.6
safran,32889,0.45,1.0
saindoux,40955,1.59,1.0
saint felicien,32966,5.49,1.0
saint marcellin,32964,5.49,1.0
saint nectaire,33006,6.27,1.0
saint nectaire fermier,40859,5.44,1.0
saint nectaire laitier,40860,5.44,1.0
saint nectaire sans precision,40861,5.44,1.0
saint paulin fromage a pate pressee non cuite demi ferme,33007,6.27,1.0
saint pierre cru,33802,11.0,1.0
sainte maure fromage de chevre,40855,6.21,1.0
sainte maure de touraine fromage de chevre,40856,6.43,1.0
saithe mer du nord,42240,4.24,1.0
saithe pollachius virens mer du nord chalut de fond congeles,43994,4.62,1.0
saithe pollachius virens mer du nord chalut de fond frais,43995,2.26,1.0
sake ou alcool de riz,32582,1.16,1.0
salade crue,33253,0.883,1.0
salade composee avec viande ou poisson appertisee,40121,15.5,1.0
salade composee avec viande ou poisson appertisee egouttee,34044,16.5,1.0
salade de chou ou coleslaw avec sauce,40122,1.11,1.0
salade de chou ou coleslaw avec sauce preemballee,34053,1.12,1.0
salade de fruits crue,33083,1.07,1.0
salade de pates vegetarienne,34050,2.12,1.0
salade de pates aux legumes avec poisson ou viande,34051,2.73,1.0
salade de pomme de terre a la piemontaise preemballee,34048,2.77,1.0
salade de pommes de terre maison,34046,4.1,1.0
salade de riz,34049,1.22,1.0
salade de thon et legumes appertisee,40128,5.14,1.0
salade de thon et legumes appertisee egouttee,34043,5.15,1.0
salade ou chicoree frisee crue,40614,0.631,1.0
salade verte crue,40615,0.948,1.0
salade verte crue sans assaisonnement,46291,0.868,1.0
salami,32739,5.4,1.0
salami porc et boeuf,32740,5.45,1.0
salami pur porc,41910,6.08,1.0
salami type danois,41911,6.08,1.0
salers,32998,6.27,1.0
salicorne salicornia sp fraiche,33339,1.21,1.0
salon de jardin bois,26972,69.2,0.3
salon de jardin metal,26973,238.0,0.3
salon de jardin resine tressee,26974,260.0,0.3
salsifis appertise,40618,1.06,1.0
salsifis appertise egoutte,33380,1.14,1.0
salsifis cuit,33366,1.05,1.0
salsifis surgele,40620,0.705,1.0
salsifis surgele cru,33330,0.731,1.0
salsifis noir cru,33310,0.387,1.0
samossas ou samoussas,32929,28.7,1.0
sandwich baguette camembert,40130,3.24,1.0
sandwich baguette camembert beurre,34075,3.75,1.0
sandwich baguette crudites diverses,40131,2.31,1.0
sandwich baguette crudites diverses mayonnaise,34080,1.89,1.0
sandwich baguette dinde,40132,2.31,1.0
sandwich baguette dinde crudites tomate salade mayonnaise,34081,1.89,1.0
sandwich baguette jambon,40134,4.85,1.0
sandwich baguette jambon emmental,34069,4.84,1.0
sandwich baguette jambon beurre,34074,4.77,1.0
sandwich baguette jambon emmental beurre,34078,4.84,1.0
sandwich baguette jambon oeuf dur crudites tomate salade beurre,34067,2.31,1.0
sandwich baguette merguez,40137,3.47,1.0
sandwich baguette merguez ketchup moutarde,34084,3.9,1.0
sandwich baguette oeuf,40138,1.93,1.0
sandwich baguette oeuf crudites tomate salade mayonnaise,34082,1.51,1.0
sandwich baguette pate,40139,3.03,1.0
sandwich baguette pate cornichons,34076,2.58,1.0
sandwich baguette porc,40140,2.68,1.0
sandwich baguette porc crudites tomate salade mayonnaise,34083,2.31,1.0
sandwich baguette poulet,40141,3.51,1.0
sandwich baguette poulet crudites tomate salade mayonnaise,34068,2.82,1.0
sandwich baguette salami,40142,4.85,1.0
sandwich baguette salami beurre,34085,4.77,1.0
sandwich baguette saucisson,40143,3.47,1.0
sandwich baguette saucisson beurre,34077,3.9,1.0
sandwich baguette saumon fume,40144,1.89,1.0
sandwich baguette saumon fume beurre,34070,1.69,1.0
sandwich baguette thon,40145,2.5,1.0
sandwich baguette thon crudites tomate salade mayonnaise,34065,2.31,1.0
sandwich baguette thon mais crudites,34071,1.69,1.0
sandwich grec ou kebab baguette,40147,11.9,1.0
sandwich grec ou kebab baguette crudites,34064,14.2,1.0
sandwich grec ou kebab pita,40148,11.9,1.0
sandwich grec ou kebab pita crudites,34063,14.2,1.0
sandwich pain de mie garnitures diverses,34087,2.31,1.0
sandwich pain de mie complet jambon,40149,2.68,1.0
sandwich pain de mie complet jambon crudites fromage optionnel,34089,2.31,1.0
sandwich pain de mie complet jambon fromage,34091,4.84,1.0
sandwich pain de mie complet poulet,40151,3.51,1.0
sandwich pain de mie complet poulet crudites mayonnaise,34092,2.82,1.0
sandwich pain de mie complet thon,40152,2.5,1.0
sandwich pain de mie complet thon crudites mayonnaise,34090,2.31,1.0
sandwich panini jambon cru,40154,4.4,1.0
sandwich panini jambon cru mozzarella tomates,34066,4.31,1.0
sang boeuf,41912,27.6,1.0
sang boeuf cru,34226,33.5,1.0
sangria,32577,1.44,1.0
sardine a l huile,41914,6.09,1.0
sardine a l huile d olive,41913,6.09,1.0
sardine a l huile d olive appertisee egouttee,33964,4.71,1.0
sardine a l huile appertisee egouttee version logiciel avec erreur sur l emballage,46332,2.78,1.0
sardine a l huile appertisee egouttee,33961,4.71,1.0
sardine crue,33784,1.94,1.0
sardine filets sans aretes a l huile d olive,41916,6.09,1.0
sardine filets sans aretes a l huile d olive appertises egouttes,33979,5.99,1.0
sardine grillee,33879,2.34,1.0
sardine sardina pilchardus senne,43996,0.151,1.0
sardine sauce tomate,41918,6.09,1.0
sardine sauce tomate appertisee egouttee,33962,4.47,1.0
sardine europeenne jours biologique,28565,0.14,1.0
sardine europeenne bbiscay,42242,0.341,1.0
sardine europeenne biologique systeme n,28564,0.345,1.0
sardine europeenne la cea,42243,0.137,1.0
sarrasin entier cru,33577,0.872,1.0
sarriette sechee,39671,1.55,1.0
sauce a l echalote a la creme preemballee,34100,3.67,1.0
sauce a la creme,34106,4.19,1.0
sauce a la creme nature aux herbes epices,34107,4.19,1.0
sauce a la creme aux epices,39673,1.98,1.0
sauce a la creme aux herbes,39674,1.98,1.0
sauce aigre douce preemballee,34109,0.986,1.0
sauce aioli preemballee,34134,1.97,1.0
sauce americaine preemballee,34133,5.63,1.0
sauce armoricaine preemballee,34096,5.64,1.0
sauce au beurre preemballee,34105,7.94,1.0
sauce au beurre blanc preemballee,39680,4.38,1.0
sauce au chocolat,34143,7.28,1.0
sauce au curry preemballee,34103,0.808,1.0
sauce au fromage pour risotto ou pates preemballee,34116,4.08,1.0
sauce au poivre chaude,39686,1.68,1.0
sauce au poivre chaude preemballee,34115,2.89,1.0
sauce au poivre condimentaire,39687,1.67,1.0
sauce au poivre condimentaire froide preemballee,34140,2.88,1.0
sauce au poivre vert preemballee,34098,1.73,1.0
sauce au roquefort preemballee,34117,7.94,1.0
sauce au vin rouge,34110,1.66,1.0
sauce au yaourt,34132,1.67,1.0
sauce aux champignons preemballee,34108,1.51,1.0
sauce aux champignons et a la creme preemballee,34118,3.39,1.0
sauce barbecue preemballee,34126,0.984,1.0
sauce basquaise ou sauce aux poivrons preemballee,34111,1.36,1.0
sauce bearnaise preemballee,34093,8.93,1.0
sauce bechamel,34104,2.76,1.0
sauce bechamel maison,39696,2.06,1.0
sauce bechamel preemballee,39697,2.06,1.0
sauce bourguignonne preemballee,34130,3.23,1.0
sauce burger preemballee,34137,2.21,1.0
sauce carbonara preemballee,34101,5.51,1.0
sauce chasseur preemballee,34102,2.1,1.0
sauce crudites ou sauce salade allegee en matiere grasse,39702,3.01,1.0
sauce crudites ou sauce salade allegee en matiere grasse preemballee,46369,2.63,1.0
sauce crudites ou sauce salade preemballee,34135,2.21,1.0
sauce grand veneur preemballee,34119,3.24,1.0
sauce hollandaise preemballee,34094,11.2,1.0
sauce indienne type tandoori ou tikka masala preemballee,34120,1.6,1.0
sauce kebab preemballee,34138,3.08,1.0
sauce madere preemballee,34099,5.95,1.0
sauce moutarde preemballee,34131,3.53,1.0
sauce nuoc mam ou sauce au poisson preemballee,34136,0.924,1.0
sauce pesto preemballee,34114,2.89,1.0
sauce pesto rosso preemballee,39711,2.58,1.0
sauce rouille preemballee,34139,1.94,1.0
sauce soja preemballee,34127,0.986,1.0
sauce tartare preemballee,34124,2.88,1.0
sauce tomate a la viande ou sauce bolognaise preemballee,34097,14.7,1.0
sauce tomate au fromage preemballee,34122,1.28,1.0
sauce tomate aux champignons preemballee,34112,0.954,1.0
sauce tomate aux oignons preemballee,34095,0.955,1.0
sauce tomate aux olives preemballee,34113,0.951,1.0
sauce tomate aux petits legumes preemballee,34121,1.03,1.0
sauce vegetale type bolognaise preemballee,39722,1.35,1.0
sauce vinaigrette a d huile preemballee,34128,2.04,1.0
saucisse alsacienne fumee ou gendarme,32799,7.26,1.0
saucisse cocktail,32812,14.7,1.0
saucisse de biere,32815,8.67,1.0
saucisse de foie,32809,12.5,1.0
saucisse de francfort,32802,8.67,1.0
saucisse de jambon pur porc,32814,8.67,1.0
saucisse de montbeliard,32794,7.26,1.0
saucisse de morteau,32793,7.26,1.0
saucisse de morteau bouillie cuite a l eau,32795,7.26,1.0
saucisse de strasbourg ou knack,32811,14.7,1.0
saucisse de toulouse crue,32796,16.0,1.0
saucisse de toulouse cuite,32791,16.2,1.0
saucisse de volaille facon charcutiere,32800,13.6,1.0
saucisse de volaille type knack,32801,17.6,1.0
saucisse hot dog vegetale,46405,2.21,1.0
saucisse seche,32820,5.45,1.0
saucisse suisse a cuire,32798,7.26,1.0
saucisse vegetale au ble ou seitan preemballe,41934,2.14,1.0
saucisse vegetale au tofu convient aux veganes ou vegetaliens preemballee,41935,1.33,1.0
saucisse viennoise crue,32813,16.0,1.0
saucisson a l ail,32741,11.8,1.0
saucisson brioche cuit,32745,4.89,1.0
saucisson cuit pur porc,32742,6.88,1.0
saucisson de paris,32743,5.46,1.0
saucisson de paris fume,32744,5.46,1.0
saucisson sec,32816,5.4,1.0
saucisson sec aux noix et ou noisettes,32821,5.45,1.0
saucisson sec pur porc,32817,5.4,1.0
saucisson sec pur porc qualite superieure,32818,5.4,1.0
sauge fraiche,39724,0.815,1.0
sauge sechee,39725,1.55,1.0
saumon appertise,41947,9.67,1.0
saumon appertise egoutte,33971,8.26,1.0
saumon bouilli cuit a l eau,41948,7.87,1.0
saumon bouilli cuit a l eau elevage,33884,6.13,1.0
saumon cru,33823,5.05,1.0
saumon cru elevage,46426,5.55,1.0
saumon cuit a la vapeur,33866,6.13,1.0
saumon cuit au micro ondes,41951,7.65,1.0
saumon cuit au micro ondes elevage,33883,6.07,1.0
saumon elevage,41952,7.73,1.0
saumon elevage roti cuit au four,33887,6.13,1.0
saumon grille poele,33886,6.17,1.0
saumon issu d aquaculture conventionnel,43998,2.21,1.0
saumon a l oseille,33716,5.03,1.0
saumon fume version logiciel avec erreur sur l emballage,46423,7.36,1.0
saumon fume,33865,4.95,1.0
saumure chlorure de sodium,20580,169.0,1.0
saupe crue,33808,6.79,1.0
scarole crue,33288,1.11,1.0
scie sauteuse w,28318,31.7,0.5
sciures et chutes de scieries d humidite,14228,0.0485,0.5
scories thomas,20560,1173.0,0.3
sebaste du nord ou dorade sebaste,41955,10.8,1.0
sebaste du nord ou dorade sebaste ou daurade sebaste crue,33835,11.0,1.0
seche linge a evacuation,26980,266.0,0.3
seche linge a condensation,26981,302.0,0.3
seche linge a pompe a chaleur,26979,302.0,0.3
seigle entier cru,33578,0.801,1.0
seitan preemballe,41956,1.32,1.0
sel,34145,0.646,1.0
sel au celeri,39726,0.606,1.0
sel blanc alimentaire iode,39727,0.606,1.0
sel blanc alimentaire iode non fluore marin ignigene ou gemme,46437,0.632,1.0
sel blanc alimentaire non iode,39728,0.606,1.0
sel blanc alimentaire non iode non fluore marin ignigene ou gemme,46438,0.632,1.0
sel marin gris non iode,39729,0.606,1.0
sel marin gris non iode non fluore,46439,0.632,1.0
selles sur cher fromage de chevre,32976,6.7,1.0
semoule au lait rayon frais,34013,1.68,1.0
semoule de ble dur crue,33579,1.32,1.0
serres chauffees,22825,93.3,0.26
serres horticoles,22951,44.5,0.3
serveurs informatiques,20894,600.0,0.8
produits sylvicoles et services annexes,43436,273.0,0.8
programmation conseil it services d information,43441,79.0,0.8
services annexes a l agriculture et a la chasse,43396,1727.0,0.8
service hors transport faiblement materiels,20922,36.7,0.3
service hors transport fortement materiels,20924,110.0,0.3
services auxiliaires aux services financiers et aux assurances,43451,89.0,0.8
services d administration publique et de defense services de securite sociale obligatoire,43461,96.0,0.8
services d architecture et d ingenierie services de controle et analyses techniques,43466,106.0,0.8
services d hebergement et de restauration,43521,268.0,0.8
services de l enseignement,43476,84.0,0.8
services de poste et de courrier,43481,116.0,0.8
services de publicite et d etudes de marche,43486,130.0,0.8
services de recherche et developpement scientifique,43491,90.0,0.8
services de reparation d ordinateurs et de biens personnels et domestiques,43496,190.0,0.8
services de reparation et installation de machines et d equipements,43446,234.0,0.8
services de sante humaine,43501,91.0,0.8
services de soutien a la peche,43386,688.0,0.8
services de telecommunications,43506,125.0,0.8
services des menages employeurs biens et services auto produits,43516,8.0,0.8
services financiers hors assurances et caisses de retraite,43526,69.0,0.8
services fournis par des organisations associatives,43531,118.0,0.8
services immobiliers,43536,32.0,0.8
services juridiques et comptables services des sieges sociaux conseil de gestion,43541,72.0,0.8
services lies a l emploi,43546,44.0,0.8
services sportifs recreatifs et de loisirs,43551,213.0,0.8
